textID,text,selected_text,mood,Sentiment_score_VADER,Sentiment_VADER_label
4528,4528,i sit down to author this letter i feel a little surprised that an entire year has already passed us by,surprise,sit author letter feel little surprised entire year already passed u,0.1548
4529,4529,i always plant a big section of lettuce and i leave it open for those pesky bunnies so that they can feel all rebellious as if they are raiding my garden,anger,always plant big section lettuce leave open pesky bunny feel rebellious raiding garden,-0.5574
4530,4530,i have this nagging feeling that i fucked everything up on the first try,anger,nagging feeling fucked everything first try,-0.765
4531,4531,i feel about watching romantic movies,love,feel watching romantic movie,0.4019
4532,4532,i feel very complacent with my experiences here in this program even if i sometimes find the concepts we ve done to be big drags there s still no room for scrutiny,joy,feel complacent experience program even sometimes find concept done big drag still room scrutiny,-0.296
4533,4533,i can feel she still angry with me,anger,feel still angry,-0.5106
4534,4534,i feel cold few days,anger,feel cold day,0
4535,4535,i look around at the people around me and i feel almost slightly envious about how they have a way of motivating themselves sitting down and studying so hard,anger,look around people around feel almost slightly envious way motivating sitting studying hard,0.2518
4536,4536,i can t help but feel a little hesitant towards lily,fear,help feel little hesitant towards lily,0.2484
4537,4537,ill feel less burdened and confused sighs,sadness,ill feel le burdened confused sigh,-0.7717
4538,4538,i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head,fear,would smiled except starting feel like uptight comment jaw would fall right head,0.5267
4539,4539,i stopped feeling as clever as i had felt having no memory of her having done so,joy,stopped feeling clever felt memory done,0.3818
4540,4540,ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared,fear,ive frustrated dont walk around floating air seeing good every sidewalk pothole trip beating feeling unsure scared,-0.7845
4541,4541,i feel one with everything i meet even here when i return to this body out with you my beloved father indeed am beginning to realize the meaning of that unearthly love which i have sought for so long,love,feel one everything meet even return body beloved father indeed beginning realize meaning unearthly love sought long,0.8176
4542,4542,i like them because i feel working on these puzzles helps him improve his fine motor skills and teaches him how to follow a set of instructions in order to make something,joy,like feel working puzzle help improve fine motor skill teach follow set instruction order make something,0.836
4543,4543,i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,anger,feeling manipulkated wronged son though lucy charlie brown,-0.34
4544,4544,i am feeling oh so low,sadness,feeling oh low,-0.1531
4545,4545,i love the liz earle moisturizer it does really leave the skin feeling lovely but i think i will purchase the lighter version next time,love,love liz earle moisturizer really leave skin feeling lovely think purchase lighter version next time,0.8508
4546,4546,i did start to feel some benefit it was extremely boring,sadness,start feel benefit extremely boring,0.1045
4547,4547,i can recall feelings of the time we were in coolum whilst laying in my own bed the other day and it s funny how he s calling me and we are speaking everyday now,surprise,recall feeling time coolum whilst laying bed day funny calling speaking everyday,0.5267
4548,4548,i feel all listless,sadness,feel listless,0
4549,4549,i havent felt much like talking nothing bad just not been feeling very sociable in some ways,joy,havent felt much like talking nothing bad feeling sociable way,-0.2584
4550,4550,im not feeling outgoing and am in no mood to put the game face on and smooch,joy,im feeling outgoing mood put game face smooch,0.4019
4551,4551,i feel empty when i dont have something to care for,sadness,feel empty dont something care,-0.5312
4552,4552,i still feel like a kid eager to blow the candle open gifts and all that good stuff,joy,still feel like kid eager blow candle open gift good stuff,0.8689
4553,4553,i love the look of the black and i feel like that would be the smart choice but im kind of drawn to the rich blue or grayish blue,joy,love look black feel like would smart choice im kind drawn rich blue grayish blue,0.9468
4554,4554,i have been feeling pretty crappy,sadness,feeling pretty crappy,0.0258
4555,4555,i feel like its important to vote on all of the local stuff,joy,feel like important vote local stuff,0.5106
4556,4556,i was just randomly talking about it and how i found the once more with feeling cd and listened to it and was quite eager to watch the show again,joy,randomly talking found feeling cd listened quite eager watch show,0.5095
4557,4557,ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help,fear,ive feeling little bit anxious late far relation lack thereof ward investigator go im excited able ponder temple see come plan lord help,0.3774
4558,4558,i feel virtuous for a few seconds when i reflect that i did spend something when i went to the swimming pool working towards personal fitness yes,joy,feel virtuous second reflect spend something went swimming pool working towards personal fitness yes,0.802
4559,4559,i cant tell you in words how much i feel honored that my photo made it into this gallery,joy,cant tell word much feel honored photo made gallery,0.5859
4560,4560,im not sure that feeling slightly wronged by the police the sheriff or the tsa is always a bad thing,anger,im sure feeling slightly wronged police sheriff tsa always bad thing,-0.5118
4561,4561,i was feeling so carefree and wanted to go and have some fun,joy,feeling carefree wanted go fun,0.7579
